trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow
0,1,0.7247278919112651,0.6492894891162739,0.2840195421603756,0.6159738186154157,1,2,-1,-1,-1,-1,-1,-1,-1,0,1
1,1,0.6922547465333202,0.6392091157688637,0.27025356039471093,0.6201976072241215,1,2,0.7409884680041614,1,1,2,1,0.5631316630156107,1,0,0
2,0,0.7045930724879498,0.6283308468758984,0.28593091832879086,0.6399498503962711,1,2,0.3117683832597322,2,1,1,2,0.43338425728461516,2,1,0
3,0,0.7337425074520005,0.6470452278420012,0.2736275692997079,0.6494534258730488,1,2,0.237050238424672,1,2,1,2,0.3695648039729349,2,0,0
4,0,0.7373546137500984,0.6589817859822914,0.30091238574592666,0.6251444942131399,1,2,0.7452806296096242,1,2,2,1,1.5151309337197745,1,1,0
5,1,0.7481128777875969,0.688701552793813,0.3365408620257391,0.636149454383967,2,1,0.9313417148059671,1,1,1,2,0.3134026587313201,2,0,0
6,1,0.7218328476798215,0.6709813431486569,0.31536917144092547,0.6226788486106205,2,1,0.342526510188236,2,2,2,1,0.33237250975980714,2,1,0
7,1,0.6743874565892574,0.6591485326114066,0.2656314690970609,0.6225850552524255,1,2,0.2974381358512801,2,2,2,1,0.27937839574769896,2,0,0
8,1,0.6799241926831406,0.7289201027158903,0.2571451691933251,0.650003386407142,2,1,0.6817570000812339,2,2,2,1,0.655691000587467,1,0,0
9,1,0.6958980163541066,0.744824410233254,0.26331524525466654,0.6553245797458064,2,1,0.5863055322370201,1,1,2,1,0.3362553478450536,1,0,0
10,0,0.7117531154492149,0.7225377394866506,0.26432999930585055,0.6105747194090265,1,2,0.48268087586757247,1,2,1,2,0.3777615376557151,1,0,0
11,0,0.737003391377108,0.6921185698204395,0.266448556878911,0.6706984514155397,2,1,-1,-1,-1,-1,-1,-1,-1,0,1
12,0,0.739728380222901,0.6865548400987707,0.2873127075134513,0.6856510606743368,1,2,0.3761227342688471,2,1,1,2,1.0448526208929252,2,0,0
13,1,0.7047831815868175,0.6748514008874555,0.32051382853722227,0.6561279634967503,2,1,0.7894558744110327,1,1,1,2,0.6556254967504174,1,0,0
14,0,0.7115137929891878,0.6755843448309207,0.3451455573921236,0.6707547297483637,1,2,0.46143710590149567,2,1,1,2,0.7435186669335963,2,1,0
15,1,0.6972544764710975,0.7291055135832829,0.3507529807095029,0.6452368534755193,1,2,0.5893171994666773,2,2,1,2,0.5566881380395898,2,1,0
16,0,0.7067363363926299,0.7229286416894967,0.36383425163172317,0.6022490335418671,1,2,0.5865735848078657,2,1,2,1,0.8606449622566288,1,1,0
17,0,0.7087057611641681,0.7047076144270839,0.36278519675793475,0.618518130319603,2,1,0.4877298030082784,1,2,1,2,0.5298750325632682,2,1,0
18,0,0.7410924619759103,0.702854164582448,0.3828416550680231,0.606679735093804,2,1,0.6876094812123483,2,1,1,2,0.8150811568402787,1,0,0
19,0,0.739103781631193,0.6863767748100624,0.3369632287973343,0.6228606205942396,1,2,0.5435502415944029,2,1,1,2,0.4417129042258239,2,1,0
20,1,0.7240419422395761,0.6847314746172259,0.2788126467348886,0.5914505278908337,1,2,0.8235057955803313,1,1,1,2,0.7615938019480382,2,0,0
21,1,0.7103518314559982,0.7065817334854274,0.3044422905757592,0.583480467970916,2,1,0.5647599012672799,2,2,2,1,0.5535104472587591,1,0,0
22,1,0.7184381655380085,0.7117527949710909,0.3596300677234007,0.5681764547657147,1,2,0.6019398191792789,2,2,2,1,0.6200484607657017,2,0,0
23,1,0.7017715078054738,0.713235979198379,0.3657590532422152,0.5957292857522729,2,1,0.7804851691157637,1,1,1,2,0.9798305533440725,2,1,0
24,1,0.6857017380837487,0.7056932771688069,0.33748746368718163,0.6048067028187077,2,1,0.7192333454981963,1,1,1,2,0.8039587863136148,1,1,0
