trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow
0,1,0.3614267556748786,0.6002377577387555,0.3759193616366566,0.46746182674525977,1,2,0.39434934825249,1,1,1,2,0.521241637703497,1,0,0
1,1,0.34784046817361336,0.5754685270797522,0.39765307860243737,0.46766395413560236,2,1,0.7457505555744319,2,2,1,2,0.7260514262015931,1,1,0
2,0,0.3281740280889016,0.5823367321897851,0.3955504707967683,0.4196335093527235,2,1,0.5172211546409926,2,1,1,2,0.5086718550487603,2,1,0
3,1,0.35987048464766425,0.5674241996921168,0.42596220999100276,0.4004919440036643,2,1,0.5195186166570238,1,1,1,2,0.4537138831183256,2,1,0
4,0,0.33835450456532334,0.5610617824128186,0.4279023075776207,0.4013578193598341,1,2,0.5552453433451774,2,1,1,2,0.48006873972553876,1,1,0
5,1,0.3957256969148487,0.5533800443497117,0.42591239850780194,0.3959278573293896,2,1,0.4269817005988443,2,2,1,2,0.38513716249690333,2,0,0
6,1,0.42194157113479236,0.5726168686143953,0.4444630684969427,0.3779970023227661,2,1,0.5612427123273847,2,2,2,1,0.4502240712195089,2,0,0
7,0,0.4529616677343747,0.612304172514977,0.4420642282410123,0.34390052143426253,2,1,1.5303351921916146,2,1,2,1,0.4475197009405747,2,1,0
8,1,0.4939015171251623,0.5858149683398759,0.4881889982526559,0.334253960070487,1,2,0.5090253339635638,2,2,2,1,0.45124315304383344,2,0,0
9,1,0.4855586879163769,0.5971500254589504,0.4634592375638307,0.3483646044866364,2,1,0.4354905508535012,2,2,2,1,0.42569396272483573,1,0,0
10,1,0.4940501637123962,0.5768832538543442,0.4063883113186111,0.313698795233494,1,2,1.4289048553091561,2,2,2,1,0.8928847199908887,2,0,0
11,1,0.471639834067092,0.5962604648066333,0.4454483061906792,0.2965431625211634,2,1,0.7015113563024897,1,1,1,2,1.098434670998813,1,0,0
12,0,0.45655633549192953,0.6121549935831821,0.43172045139016335,0.31589590054723204,1,2,0.9792229259601299,1,2,1,2,1.1736556481459957,1,1,0
13,1,0.45985780493911776,0.5926911352257327,0.4488923792091895,0.3171008471788719,1,2,0.7051086306209982,1,1,2,1,1.5366362330682932,2,1,0
14,1,0.5090065003066292,0.5981066212894022,0.4422943809838047,0.3038604726261589,2,1,-1,-1,-1,-1,-1,-1,-1,0,1
15,0,0.5093826395313569,0.5877195525114951,0.4401482419641589,0.2534356833209439,2,1,0.5385119956436029,1,2,2,1,0.9406934223943608,1,0,0
16,0,0.559391815772897,0.5848232758476559,0.4610507629573992,0.26546481445952774,2,1,0.4721458011476898,2,1,2,1,0.8715929734066776,2,1,0
17,1,0.5341441192018819,0.5626588600477471,0.45136691480801217,0.30175748861268636,1,2,0.9362624087398217,1,1,1,2,1.3812860233047104,1,1,0
18,1,0.540182368176309,0.5134894389900619,0.40306701064500894,0.32637418087622466,2,1,0.6888000009662392,1,1,2,1,0.9524421438632089,1,1,0
19,1,0.5541589404835497,0.5351108019606122,0.3812673028845901,0.34964912272077364,2,1,0.4971570756456458,2,2,1,2,0.6220066735372711,1,1,0
20,1,0.557770963629892,0.5684971183517109,0.4079635369525044,0.3128614690595848,2,1,0.6919221464954717,2,2,1,2,0.9688105419427302,1,1,0
21,1,0.5469318154280138,0.5877296650522347,0.4296957371557686,0.2738486688446926,1,2,0.6949132844679298,2,2,2,1,0.9264736689906385,1,0,0
22,1,0.607770580101445,0.5963597171731418,0.4131785902350613,0.3044640737197045,1,2,0.5618458300659768,2,2,2,1,0.7347570896517936,2,1,0
23,1,0.588565770568183,0.610683983603989,0.39000527346181646,0.31859281655514493,2,1,0.7539693176677247,2,2,2,1,0.7429574382408646,2,0,0
24,1,0.6056591448935303,0.6290709428626726,0.38675880642240656,0.2757233366856575,1,2,0.8449220686156877,2,2,1,2,0.7325556193486591,2,0,0
25,0,0.6048420618720942,0.6271231188113284,0.37924592902452225,0.2834071352001471,2,1,1.039829014008319,2,1,1,2,1.5835550500391946,1,1,0
26,1,0.6076649428034426,0.6205644666772678,0.33512941103942895,0.3184559531412816,2,1,0.6776948465735586,1,1,1,2,0.9841966852068254,2,1,0
27,1,0.6312828239488073,0.6430145199265885,0.34087347399399615,0.3152255185282893,2,1,0.8061568118196192,2,2,1,2,0.5791943699350668,1,0,0
