trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow
0,1,0.593278842217982,0.5713376841282682,0.3084394056795739,0.38597654576637846,2,1,0.9898269946115761,1,1,1,2,1.3997356304525965,2,1,0
1,1,0.6080467502007945,0.5408542117577051,0.2810791787094109,0.3657165688737938,1,2,1.0236450456977764,1,1,2,1,1.0628422533654884,2,1,0
2,1,0.600051004896947,0.5568149824375616,0.2777178834442924,0.3583103569795043,1,2,0.7587798430749899,1,1,2,1,0.7392316499672233,2,0,0
3,1,0.6143435881644476,0.5508477046435052,0.2610832010488595,0.3869049774696109,1,2,0.8028892289175928,1,1,2,1,1.0527169419583515,1,1,0
4,1,0.6119864038834089,0.5412866006643464,0.252717848712984,0.3687287911361201,1,2,0.7059131782398254,1,1,2,1,1.3236595048219897,1,1,0
5,1,0.6240988636721205,0.5922717289097225,0.2611058465989672,0.3654056418279792,1,2,0.7155681907706821,1,1,1,2,1.1359942549879634,1,0,0
6,1,0.5662411047804334,0.5677133018946707,0.2709964744465698,0.36310944415219604,2,1,1.6104530716884256,1,1,1,2,0.7859140958953503,2,0,0
7,1,0.5552860887927265,0.5713816947856638,0.2682809908679531,0.3834210979218452,2,1,0.8015423267479491,1,1,2,1,0.9633450626315607,1,0,0
8,0,0.5707891866246957,0.5656724516833469,0.27158858908068895,0.3919540322356938,2,1,0.9550070680670615,2,1,2,1,1.5275262188606575,2,0,0
9,1,0.5800654536977152,0.5265160751241287,0.2673943156870451,0.36611454794907905,2,1,0.8662543049094893,2,2,2,1,0.8760735296300481,1,0,0
10,1,0.5650554230782352,0.5730454632097463,0.2510403401383323,0.37198570769326766,1,2,0.8410510545954821,2,2,1,2,0.9815149600626683,2,1,0
11,1,0.5262856347472336,0.5396496941529325,0.28539332652033655,0.4314333151220636,1,2,1.557185837785255,2,2,1,2,0.8179602250306743,2,1,0
12,0,0.538684964689172,0.5494820767453196,0.3427401179318889,0.4368989346260443,1,2,1.5910271321399705,2,1,1,2,1.2437905002643674,2,0,0
13,0,0.5183812666085106,0.5919075137584562,0.357638003536106,0.43771512354487624,1,2,1.0462414275352785,2,1,1,2,1.2055061191686036,2,0,0
14,1,0.5178552118479294,0.5992969063031942,0.33529150798553653,0.41546168101799386,1,2,0.9545805389843736,2,2,2,1,0.7484100245501395,2,0,0
15,0,0.5205339542188397,0.6210121240062225,0.34879865461723203,0.4027103455421386,1,2,1.7053976002680429,2,1,1,2,1.2515374516988231,1,0,0
16,0,0.48162685717452747,0.5919271000013402,0.32426150564055334,0.36856362032186496,2,1,0.7846435644678422,2,1,1,2,1.1117479028989692,1,1,0
17,0,0.4564756516228783,0.5722720968411759,0.3514017699624455,0.3595781438190244,1,2,0.9863450321436176,2,1,2,1,1.2014820149925072,1,0,0
18,1,0.49479306947937285,0.6054906866268436,0.30959698164906424,0.3803919808624313,2,1,0.9986980750645671,2,2,2,1,1.008607254254457,2,1,0
19,1,0.47680724052573753,0.6359451501781558,0.32844875451918837,0.36432954450775257,1,2,0.8431969818766447,2,2,1,2,0.863657699695068,2,0,0
