trial,rwrd_prob0,rwrd_prob1,rwrd_prob2,rwrd_prob3,symbol0,symbol1,common,choice1,rt1,final_state,choice2,rt2,reward,slow
1,0.641036636678,0.715146275796,0.5894611831,0.3107987896,1,0,1,0,0.240692202668,1,0,0.313321985386,1,0
2,0.649165094003,0.694677502297,0.615121530497,0.259811096535,1,0,1,0,0.300235421112,1,0,0.268337807411,1,0
3,0.628694560456,0.735855814834,0.614102396703,0.273976314185,1,1,0,0,0.249818657221,1,0,0.260591459698,1,0
4,0.62577585275,0.744499977253,0.609417730636,0.301507569833,0,1,1,0,0.193965081365,1,0,0.220703896749,0,0
5,0.61033736514,0.735146670279,0.619511370133,0.257121852069,1,1,1,0,0.207452516567,0,0,0.244888669269,1,0
6,0.573226501128,0.742383212268,0.621494886398,0.263414653868,1,1,1,0,0.24237054782,0,0,0.183813206222,0,0
7,0.545548862399,0.741933346154,0.621509557461,0.262012681765,1,0,0,1,0.234547225644,1,1,0.0932577313301,0,0
8,0.565205058571,0.740943897125,0.620448707545,0.258514237473,0,0,1,1,0.237351510978,1,0,0.178761568432,1,0
9,0.553136101679,0.747392298887,0.640960172691,0.289781405797,0,1,0,0,0.210864145507,0,0,0.194956089842,1,0
10,0.541735946654,0.731441264557,0.627593375964,0.31743765237,1,0,1,0,0.251033344432,1,0,0.363054431209,1,0
