trial,rwrd_prob0,rwrd_prob1,rwrd_prob2,rwrd_prob3,symbol0,symbol1,common,choice1,rt1,final_state,choice2,rt2,reward,slow
1,0.601107238732,0.7125582704019999,0.573001058577,0.35198906334700003,0,1,1,1,0.045472300353600004,0,1,0.5632512936240001,1,0
2,0.567438981295,0.726904608013,0.593825570012,0.384448905358,0,0,0,0,0.00902623954607,1,0,0.734767654778,0,0
3,0.589432379215,0.7483931481270001,0.616350353073,0.38519915556999995,1,1,1,1,0.106049409772,1,1,0.46108290725699996,0,0
4,0.609873927582,0.735571253605,0.619315638988,0.36401256930299997,0,1,1,1,0.05887250187609999,0,1,0.315312247757,1,0
5,0.602642703232,0.7338869658,0.641803767404,0.318632032962,0,0,1,0,0.166383823163,0,1,0.270845747356,1,0
6,0.643636981759,0.7324744415710001,0.655135788085,0.329938523946,1,0,1,1,0.16721001598,0,1,0.28505010586199997,1,0
7,0.656515991271,0.725236719004,0.607148313511,0.348294613021,0,1,1,1,0.157330416151,0,1,0.22184228018399998,1,0
8,0.576777397898,0.733125435066,0.5865493811020001,0.40093193551600004,1,0,1,1,0.19286274453,0,1,0.21996410272199998,0,0
9,0.574626409511,0.7353034899259999,0.626848975709,0.36976005015600005,1,1,0,1,0.113634868053,0,0,1.2394172156,1,0
10,0.5841201790380001,0.743592325424,0.623794431637,0.34392493465499996,1,0,1,1,0.13089345342599998,0,0,0.557961788054,1,0
11,0.554362012584,0.736095676065,0.620806916264,0.367610911823,0,0,0,0,0.177085993481,1,1,0.441667225109,0,0
12,0.581614418863,0.7227710099529999,0.590981225557,0.351521399974,0,1,0,1,0.0687282547078,1,0,0.8558005256,1,0
13,0.5646353940709999,0.749561280784,0.585843239334,0.397619677231,1,0,1,1,0.061753158821400006,0,0,0.192889911995,1,0
14,0.569261510056,0.707195228052,0.599600821869,0.410709899315,1,1,0,0,0.10514654432800001,1,0,0.780310892403,0,0
15,0.598679018247,0.7006512506229999,0.602586566425,0.404348344472,1,0,1,1,0.0448024713942,0,0,0.186578305994,1,0
