trial,rwrd_prob0,rwrd_prob1,rwrd_prob2,rwrd_prob3,symbol0,symbol1,common,choice1,rt1,final_state,choice2,rt2,reward,slow
1,0.27025879445,0.268419607135,0.715454556047,0.515357947852,0,1,1,0,1.3778243985,1,0,0.494185405935,1,0
2,0.31239387034,0.279005269448,0.72143296019,0.506926730963,0,1,0,0,0.61469911268,0,1,0.468517576601,0,0
3,0.3294149636,0.293159157052,0.749900284,0.512542469425,0,1,1,0,0.477167096567,1,0,0.386901655253,1,0
4,0.322285447075,0.263145749089,0.736583761003,0.496197918491,0,0,1,1,0.318224092417,1,1,0.409240865314,1,0
5,0.299679591181,0.270060127838,0.740069138404,0.528407035204,1,1,1,0,0.465893802344,0,0,0.290269969225,0,0
6,0.305032109411,0.254127575799,0.715500174789,0.527496255158,1,0,0,1,0.306900387438,1,1,0.355287771467,1,0
7,0.37288290488,0.283349137316,0.717933563451,0.501609567042,1,0,1,0,0.38523840213,1,0,0.252268710466,1,0
8,0.400473107083,0.271074524196,0.724406239703,0.498607691917,0,0,1,1,0.292854199714,1,0,0.298516806856,1,0
9,0.417648920774,0.287077361065,0.731015563177,0.42843522959,1,1,0,1,0.453760506643,0,1,0.323514807028,0,0
10,0.423156610847,0.291552145756,0.728464083151,0.416184540196,0,1,0,0,0.262838970836,0,1,0.22305582765,1,0
