trial,rwrd_prob0,rwrd_prob1,rwrd_prob2,rwrd_prob3,symbol0,symbol1,common,choice1,rt1,final_state,choice2,rt2,reward,slow
1,0.675407492588,0.490487105934,0.697059206197,0.382250080345,1,1,1,1,0.442645357753,1,1,0.413964414307,0,0
2,0.693126849335,0.497563198971,0.746119035451,0.384318017948,1,1,1,0,0.267252516911,0,0,0.283321138182,0,0
3,0.718206979187,0.522147936597,0.740493870393,0.40183903635,1,1,1,1,0.261850728932,1,0,0.525888736751,0,0
4,0.70844438587,0.510389301942,0.748666501498,0.428277666445,0,0,0,0,0.229882829951,1,1,0.624262253712,1,0
5,0.688482774741,0.56864542,0.744988063217,0.415425087838,0,0,1,0,0.27521045692,0,1,0.269898623276,1,0
6,0.728835225281,0.570327786291,0.728831546924,0.422342671274,1,0,1,0,0.317799608306,1,0,0.424493901216,0,0
7,0.743050624286,0.571750903938,0.747406528069,0.412912266268,1,1,0,1,0.347131966027,0,1,0.013897039114,0,0
8,0.734706620457,0.594357078031,0.699448052347,0.414511140813,1,0,0,0,0.282984865938,0,0,0.229628663677,1,0
9,0.746249520527,0.626513932387,0.740253185584,0.42583310366,0,0,1,1,0.216305762632,1,0,0.234917555947,0,0
10,0.674679353733,0.63663898423,0.725418012339,0.386128174675,1,0,1,0,0.362871559699,1,1,0.264194673255,1,0
